Type,Entry Time,Exit Time,Entry Price,Exit Price,Points,PnL INR,Cumulative PnL INR
LONG,2017-09-08 15:05:00+05:30,2017-09-13 14:40:00+05:30,24393.8,24854.95,461.15,13834.5,340669.5
SHORT,2017-09-13 14:40:00+05:30,2017-09-14 09:30:00+05:30,24854.95,24941.45,-86.5,-2595.0,338074.5
LONG,2017-09-14 09:30:00+05:30,2017-09-15 09:20:00+05:30,24941.45,24863.2,-78.25,-2347.5,335727.0
SHORT,2017-09-15 09:20:00+05:30,2017-09-15 14:30:00+05:30,24863.2,24897.5,-34.3,-1029.0,334698.0
LONG,2017-09-15 14:30:00+05:30,2017-09-19 09:15:00+05:30,24897.5,25033.05,135.55,4066.5,338764.5
SHORT,2017-09-19 09:15:00+05:30,2017-09-19 13:40:00+05:30,25033.05,25069.55,-36.5,-1095.0,337669.5
LONG,2017-09-19 13:40:00+05:30,2017-09-20 09:25:00+05:30,25069.55,25002.65,-66.9,-2007.0,335662.5
SHORT,2017-09-20 09:25:00+05:30,2017-09-21 14:35:00+05:30,25002.65,24828.35,174.3,5229.0,340891.5
LONG,2017-09-21 14:35:00+05:30,2017-09-22 09:15:00+05:30,24828.35,24568.35,-260.0,-7800.0,333091.5
SHORT,2017-09-22 09:15:00+05:30,2017-09-25 14:50:00+05:30,24568.35,24154.45,413.9,12417.0,345508.5
LONG,2017-09-25 14:50:00+05:30,2017-09-26 10:55:00+05:30,24154.45,24051.45,-103.0,-3090.0,342418.5
SHORT,2017-09-26 10:55:00+05:30,2017-09-26 13:25:00+05:30,24051.45,24130.7,-79.25,-2377.5,340041.0
LONG,2017-09-26 13:25:00+05:30,2017-09-27 10:05:00+05:30,24130.7,24141.2,10.5,315.0,340356.0
SHORT,2017-09-27 10:05:00+05:30,2017-09-28 14:25:00+05:30,24141.2,23816.1,325.1,9753.0,350109.0
LONG,2017-09-28 14:25:00+05:30,2017-09-29 14:30:00+05:30,23816.1,24114.1,298.0,8940.0,359049.0
SHORT,2017-09-29 14:30:00+05:30,2017-10-04 10:15:00+05:30,24114.1,24155.75,-41.65,-1249.5,357799.5
LONG,2017-10-04 10:15:00+05:30,2017-10-04 14:30:00+05:30,24155.75,24081.8,-73.95,-2218.5,355581.0
SHORT,2017-10-04 14:30:00+05:30,2017-10-06 09:15:00+05:30,24081.8,24168.9,-87.1,-2613.0,352968.0
LONG,2017-10-06 09:15:00+05:30,2017-10-06 13:50:00+05:30,24168.9,24142.35,-26.55,-796.5,352171.5
SHORT,2017-10-06 13:50:00+05:30,2017-10-09 09:25:00+05:30,24142.35,24224.55,-82.2,-2466.0,349705.5
LONG,2017-10-09 09:25:00+05:30,2017-10-09 12:25:00+05:30,24224.55,24195.65,-28.9,-867.0,348838.5
SHORT,2017-10-09 12:25:00+05:30,2017-10-10 09:15:00+05:30,24195.65,24311.15,-115.5,-3465.0,345373.5
LONG,2017-10-10 09:15:00+05:30,2017-10-11 13:25:00+05:30,24311.15,24327.8,16.65,499.5,345873.0
SHORT,2017-10-11 13:25:00+05:30,2017-10-12 14:10:00+05:30,24327.8,24178.35,149.45,4483.5,350356.5
LONG,2017-10-12 14:10:00+05:30,2017-10-13 15:25:00+05:30,24178.35,24662.85,484.5,14535.0,364891.5
SHORT,2017-10-13 15:25:00+05:30,2017-10-16 09:15:00+05:30,24662.85,24835.1,-172.25,-5167.5,359724.0
LONG,2017-10-16 09:15:00+05:30,2017-10-16 10:50:00+05:30,24835.1,24533.25,-301.85,-9055.5,350668.5
SHORT,2017-10-16 10:50:00+05:30,2017-10-16 14:15:00+05:30,24533.25,24743.5,-210.25,-6307.5,344361.0
LONG,2017-10-16 14:15:00+05:30,2017-10-17 12:15:00+05:30,24743.5,24661.2,-82.3,-2469.0,341892.0
SHORT,2017-10-17 12:15:00+05:30,2017-10-18 13:50:00+05:30,24661.2,24369.75,291.45,8743.5,350635.5
LONG,2017-10-18 13:50:00+05:30,2017-10-18 15:05:00+05:30,24369.75,24297.75,-72.0,-2160.0,348475.5
SHORT,2017-10-18 15:05:00+05:30,2017-10-23 15:05:00+05:30,24297.75,24095.75,202.0,6060.0,354535.5
LONG,2017-10-23 15:05:00+05:30,2017-10-24 13:45:00+05:30,24095.75,24162.35,66.6,1998.0,356533.5
SHORT,2017-10-24 13:45:00+05:30,2017-10-25 09:15:00+05:30,24162.35,24892.1,-729.75,-21892.5,334641.0
LONG,2017-10-25 09:15:00+05:30,2017-10-26 10:25:00+05:30,24892.1,24922.1,30.0,900.0,335541.0
SHORT,2017-10-26 10:25:00+05:30,2017-10-27 14:05:00+05:30,24922.1,24968.7,-46.6,-1398.0,334143.0
LONG,2017-10-27 14:05:00+05:30,2017-10-27 15:00:00+05:30,24968.7,24862.4,-106.3,-3189.0,330954.0
SHORT,2017-10-27 15:00:00+05:30,2017-10-30 09:40:00+05:30,24862.4,25011.3,-148.9,-4467.0,326487.0
LONG,2017-10-30 09:40:00+05:30,2017-11-02 11:55:00+05:30,25011.3,25493.75,482.45,14473.5,340960.5
SHORT,2017-11-02 11:55:00+05:30,2017-11-03 09:25:00+05:30,25493.75,25523.85,-30.1,-903.0,340057.5
LONG,2017-11-03 09:25:00+05:30,2017-11-06 14:25:00+05:30,25523.85,25579.5,55.65,1669.5,341727.0
SHORT,2017-11-06 14:25:00+05:30,2017-11-07 09:15:00+05:30,25579.5,25655.5,-76.0,-2280.0,339447.0
LONG,2017-11-07 09:15:00+05:30,2017-11-07 10:10:00+05:30,25655.5,25473.05,-182.45,-5473.5,333973.5
SHORT,2017-11-07 10:10:00+05:30,2017-11-08 11:30:00+05:30,25473.05,25402.15,70.9,2127.0,336100.5
LONG,2017-11-08 11:30:00+05:30,2017-11-08 14:15:00+05:30,25402.15,25245.75,-156.4,-4692.0,331408.5
SHORT,2017-11-08 14:15:00+05:30,2017-11-09 09:15:00+05:30,25245.75,25313.85,-68.1,-2043.0,329365.5
LONG,2017-11-09 09:15:00+05:30,2017-11-09 12:25:00+05:30,25313.85,25203.65,-110.2,-3306.0,326059.5
SHORT,2017-11-09 12:25:00+05:30,2017-11-09 15:15:00+05:30,25203.65,25300.15,-96.5,-2895.0,323164.5
LONG,2017-11-09 15:15:00+05:30,2017-11-10 14:30:00+05:30,25300.15,25394.75,94.6,2838.0,326002.5
SHORT,2017-11-10 14:30:00+05:30,2017-11-10 15:20:00+05:30,25394.75,25572.7,-177.95,-5338.5,320664.0
LONG,2017-11-10 15:20:00+05:30,2017-11-13 14:15:00+05:30,25572.7,25443.1,-129.6,-3888.0,316776.0
SHORT,2017-11-13 14:15:00+05:30,2017-11-14 14:30:00+05:30,25443.1,25395.35,47.75,1432.5,318208.5
LONG,2017-11-14 14:30:00+05:30,2017-11-15 09:20:00+05:30,25395.35,25227.25,-168.1,-5043.0,313165.5
SHORT,2017-11-15 09:20:00+05:30,2017-11-15 13:10:00+05:30,25227.25,25298.6,-71.35,-2140.5,311025.0
LONG,2017-11-15 13:10:00+05:30,2017-11-15 14:20:00+05:30,25298.6,25201.5,-97.1,-2913.0,308112.0
SHORT,2017-11-15 14:20:00+05:30,2017-11-16 09:15:00+05:30,25201.5,25305.25,-103.75,-3112.5,304999.5
LONG,2017-11-16 09:15:00+05:30,2017-11-17 14:45:00+05:30,25305.25,25782.65,477.4,14322.0,319321.5
SHORT,2017-11-17 14:45:00+05:30,2017-11-20 14:25:00+05:30,25782.65,25773.45,9.2,276.0,319597.5
LONG,2017-11-20 14:25:00+05:30,2017-11-21 14:20:00+05:30,25773.45,25771.2,-2.25,-67.5,319530.0
SHORT,2017-11-21 14:20:00+05:30,2017-11-22 12:35:00+05:30,25771.2,25798.55,-27.35,-820.5,318709.5
LONG,2017-11-22 12:35:00+05:30,2017-11-23 12:00:00+05:30,25798.55,25717.35,-81.2,-2436.0,316273.5
SHORT,2017-11-23 12:00:00+05:30,2017-11-23 14:40:00+05:30,25717.35,25734.65,-17.3,-519.0,315754.5
LONG,2017-11-23 14:40:00+05:30,2017-11-27 09:15:00+05:30,25734.65,25695.9,-38.75,-1162.5,314592.0
SHORT,2017-11-27 09:15:00+05:30,2017-11-27 14:20:00+05:30,25695.9,25783.65,-87.75,-2632.5,311959.5
LONG,2017-11-27 14:20:00+05:30,2017-11-28 13:55:00+05:30,25783.65,25851.35,67.7,2031.0,313990.5
SHORT,2017-11-28 13:55:00+05:30,2017-12-05 13:45:00+05:30,25851.35,25045.55,805.8,24174.0,338164.5
LONG,2017-12-05 13:45:00+05:30,2017-12-06 09:55:00+05:30,25045.55,25030.4,-15.15,-454.5,337710.0
SHORT,2017-12-06 09:55:00+05:30,2017-12-07 10:35:00+05:30,25030.4,25025.55,4.85,145.5,337855.5
LONG,2017-12-07 10:35:00+05:30,2017-12-11 13:25:00+05:30,25025.55,25333.25,307.7,9231.0,347086.5
SHORT,2017-12-11 13:25:00+05:30,2017-12-11 14:25:00+05:30,25333.25,25411.3,-78.05,-2341.5,344745.0
LONG,2017-12-11 14:25:00+05:30,2017-12-12 09:15:00+05:30,25411.3,25245.0,-166.3,-4989.0,339756.0
SHORT,2017-12-12 09:15:00+05:30,2017-12-13 11:05:00+05:30,25245.0,25229.75,15.25,457.5,340213.5
LONG,2017-12-13 11:05:00+05:30,2017-12-13 13:55:00+05:30,25229.75,25147.0,-82.75,-2482.5,337731.0
SHORT,2017-12-13 13:55:00+05:30,2017-12-14 13:25:00+05:30,25147.0,25048.85,98.15,2944.5,340675.5
LONG,2017-12-14 13:25:00+05:30,2017-12-18 09:15:00+05:30,25048.85,24880.55,-168.3,-5049.0,335626.5
SHORT,2017-12-18 09:15:00+05:30,2017-12-18 09:30:00+05:30,24880.55,25419.05,-538.5,-16155.0,319471.5
LONG,2017-12-18 09:30:00+05:30,2017-12-18 14:55:00+05:30,25419.05,25524.9,105.85,3175.5,322647.0
SHORT,2017-12-18 14:55:00+05:30,2017-12-19 14:35:00+05:30,25524.9,25741.05,-216.15,-6484.5,316162.5
LONG,2017-12-19 14:35:00+05:30,2017-12-20 09:40:00+05:30,25741.05,25632.15,-108.9,-3267.0,312895.5
SHORT,2017-12-20 09:40:00+05:30,2017-12-22 10:30:00+05:30,25632.15,25638.6,-6.45,-193.5,312702.0
LONG,2017-12-22 10:30:00+05:30,2017-12-26 10:25:00+05:30,25638.6,25579.6,-59.0,-1770.0,310932.0
SHORT,2017-12-26 10:25:00+05:30,2017-12-26 15:00:00+05:30,25579.6,25639.45,-59.85,-1795.5,309136.5
LONG,2017-12-26 15:00:00+05:30,2017-12-27 14:20:00+05:30,25639.45,25593.7,-45.75,-1372.5,307764.0
SHORT,2017-12-27 14:20:00+05:30,2017-12-28 13:50:00+05:30,25593.7,25514.65,79.05,2371.5,310135.5
LONG,2017-12-28 13:50:00+05:30,2018-01-01 14:50:00+05:30,25514.65,25431.35,-83.3,-2499.0,307636.5
SHORT,2018-01-01 14:50:00+05:30,2018-01-02 15:00:00+05:30,25431.35,25374.1,57.25,1717.5,309354.0
LONG,2018-01-02 15:00:00+05:30,2018-01-03 14:20:00+05:30,25374.1,25345.6,-28.5,-855.0,308499.0
SHORT,2018-01-03 14:20:00+05:30,2018-01-04 11:00:00+05:30,25345.6,25404.3,-58.7,-1761.0,306738.0
LONG,2018-01-04 11:00:00+05:30,2018-01-08 14:25:00+05:30,25404.3,25660.65,256.35,7690.5,314428.5
SHORT,2018-01-08 14:25:00+05:30,2018-01-09 14:05:00+05:30,25660.65,25709.15,-48.5,-1455.0,312973.5
LONG,2018-01-09 14:05:00+05:30,2018-01-10 09:35:00+05:30,25709.15,25639.9,-69.25,-2077.5,310896.0
SHORT,2018-01-10 09:35:00+05:30,2018-01-10 15:15:00+05:30,25639.9,25633.35,6.55,196.5,311092.5
LONG,2018-01-10 15:15:00+05:30,2018-01-11 09:20:00+05:30,25633.35,25550.55,-82.8,-2484.0,308608.5
SHORT,2018-01-11 09:20:00+05:30,2018-01-11 12:15:00+05:30,25550.55,25647.05,-96.5,-2895.0,305713.5
LONG,2018-01-11 12:15:00+05:30,2018-01-12 12:20:00+05:30,25647.05,25669.15,22.1,663.0,306376.5
SHORT,2018-01-12 12:20:00+05:30,2018-01-12 14:10:00+05:30,25669.15,25713.4,-44.25,-1327.5,305049.0
LONG,2018-01-12 14:10:00+05:30,2018-01-16 10:20:00+05:30,25713.4,25982.35,268.95,8068.5,313117.5
SHORT,2018-01-16 10:20:00+05:30,2018-01-17 09:40:00+05:30,25982.35,26071.65,-89.3,-2679.0,310438.5
LONG,2018-01-17 09:40:00+05:30,2018-01-18 14:20:00+05:30,26071.65,26612.05,540.4,16212.0,326650.5
SHORT,2018-01-18 14:20:00+05:30,2018-01-19 10:00:00+05:30,26612.05,26661.2,-49.15,-1474.5,325176.0
LONG,2018-01-19 10:00:00+05:30,2018-01-24 09:40:00+05:30,26661.2,27276.95,615.75,18472.5,343648.5
SHORT,2018-01-24 09:40:00+05:30,2018-01-24 13:15:00+05:30,27276.95,27416.95,-140.0,-4200.0,339448.5
LONG,2018-01-24 13:15:00+05:30,2018-01-25 13:10:00+05:30,27416.95,27266.9,-150.05,-4501.5,334947.0
SHORT,2018-01-25 13:10:00+05:30,2018-01-25 13:50:00+05:30,27266.9,27324.3,-57.4,-1722.0,333225.0
LONG,2018-01-25 13:50:00+05:30,2018-01-29 14:20:00+05:30,27324.3,27490.9,166.6,4998.0,338223.0
SHORT,2018-01-29 14:20:00+05:30,2018-01-31 14:35:00+05:30,27490.9,27287.85,203.05,6091.5,344314.5
LONG,2018-01-31 14:35:00+05:30,2018-02-01 12:10:00+05:30,27287.85,27373.3,85.45,2563.5,346878.0
SHORT,2018-02-01 12:10:00+05:30,2018-02-01 13:30:00+05:30,27373.3,27519.9,-146.6,-4398.0,342480.0
LONG,2018-02-01 13:30:00+05:30,2018-02-01 15:05:00+05:30,27519.9,27201.15,-318.75,-9562.5,332917.5
SHORT,2018-02-01 15:05:00+05:30,2018-02-06 13:35:00+05:30,27201.15,25393.7,1807.45,54223.5,387141.0
LONG,2018-02-06 13:35:00+05:30,2018-02-07 11:25:00+05:30,25393.7,25694.35,300.65,9019.5,396160.5
